Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,transcriptomic,BIOLOGICAL_PROCESS,process_toxin_association,182.26507429545757,40.0,21,5,5.188092703284345,0.3888888888888889,1224,51,24,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; bloom; light; saxitoxin; dinoflagellates; alexandrium_tamarense; biosynthesis; cyanobacteria; toxin_production; alexandrium_catenella; nitrogen; expression; gene_expression; regulation; toxicity; alexandrium_minutum; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; ENV_FACTOR; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,181.8274305161148,39.0,20,6,4.952930944331912,0.39215686274509803,1150,46,25,saxitoxin; biosynthesis; dinoflagellates; cyanobacteria; evolution; paralytic_shellfish_poisoning; saxitoxin_biosynthesis; paralytic_shellfish_toxins; alexandrium_fundyense; anabaena; nitrogen; sxta; cyanobacterial; dinoflagellate; alexandrium; toxin_biosynthesis; alexandrium_minutum; phylogenetic; gymnodinium; gymnodinium_catenatum,TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; CYANO_TAXON; ENV_FACTOR; SXT_GENE; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,181.61362695186904,38.0,19,7,4.695702364823401,0.4222222222222222,1008,36,28,paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; sxta; cyanobacteria; phylogenetic; biosynthesis; pyrodinium; saxitoxin_biosynthesis; anabaena; bloom; cyanobacterial; aphanizomenon; dinoflagellate; alexandrium; toxicity; gymnodinium; hplc,TOXIN; DINO_TAXON; TOXIN; TOXIN; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamarense,DINO_TAXON,warming,ENV_FACTOR,semantic_hypothesis,181.43331494635999,36.0,23,5,5.799990806513325,0.38333333333333336,1566,54,29,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; salinity; harmful_algal_bloom; temperature; toxin_production; alexandrium_fundyense; gonyautoxin; gtx; light; nitrogen; expression; nitrate; paralytic_shellfish_poisoning; regulation; dinoflagellates; nutrient,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,transcriptome,BIOLOGICAL_PROCESS,process_toxin_association,181.232741808223,43.0,19,5,4.716370904111505,0.38,1170,39,30,dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_fundyense; saxitoxin; light; alexandrium_minutum; biosynthesis; paralytic_shellfish_toxins; bloom; alexandrium_catenella; nitrogen; warming; toxin_biosynthesis; nutrient; cyanobacteria; toxin_production; nutrients,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium_bahamense,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,180.84020702569455,38.0,19,7,4.66084425358803,0.35185185185185186,1260,45,28,paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; toxicity; sxta; cyanobacterial; biosynthesis; pyrodinium; saxitoxin_biosynthesis; bloom; lc_ms; dinoflagellate; alexandrium; mass_spectrometry; phylogenetic; cyanobacteria; gymnodinium; hplc,TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,180.6868939559811,40.0,18,7,4.3680371419249715,0.29508196721311475,1428,51,28,dinoflagellates; paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; cyanobacteria; toxicity; sxta; expression; phylogenetic; biosynthesis; cyanobacterial; pyrodinium; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; bloom; hplc,DINO_TAXON; TOXIN; TOXIN; TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
cyanobacteria,CYANO_TAXON,warming,ENV_FACTOR,semantic_hypothesis,180.6674352781972,34.0,24,5,6.069011756745656,0.35294117647058826,1827,63,29,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; gtx; light; nitrogen; expression; pyrodinium_bahamense; salinity; nitrate; paralytic_shellfish_poisoning; harmful_algal_bloom; regulation,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,sxt_genes,SXT_GENE,cyano_gene_transfer_signal,180.6053503431856,40.0,19,6,4.691564060481688,0.4222222222222222,1020,34,30,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; sxta; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; paralytic_shellfish_poisoning; saxitoxin_biosynthesis; bloom; expression; sxtu; toxicity; alexandrium_tamarense; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; SXT_GENE; CYANO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,180.6011332273442,41.0,20,5,4.9137741608419105,0.37735849056603776,1332,37,36,saxitoxin; dinoflagellate; dinoflagellates; alexandrium; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; alexandrium_fundyense; pyrodinium; gonyautoxin; bloom; nitrogen; pyrodinium_bahamense; toxicity; cyanobacteria; gymnodinium; gymnodinium_catenatum; phosphorus,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,anabaena,CYANO_TAXON,semantic_hypothesis,180.49282460468214,42.0,18,6,4.409677608463526,0.3673469387755102,1116,31,36,alexandrium; paralytic_shellfish_toxins; dinoflagellate; dinoflagellates; alexandrium_tamarense; paralytic_shellfish_poisoning; saxitoxin; bloom; expression; biosynthesis; cyanobacteria; gonyautoxin; toxicity; toxin_biosynthesis; alexandrium_minutum; sxta; regulation; gene_expression,DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,179.41415342541788,39.0,18,7,4.4763074819397195,0.34615384615384615,1176,42,28,cyanobacteria; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; toxicity; paralytic_shellfish_poisoning; cyanobacterial; sxta; expression; biosynthesis; aphanizomenon; dinoflagellate; alexandrium; mass_spectrometry; saxitoxin_biosynthesis; anabaena; bloom; phylogenetic,CYANO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; TOXIN; CYANO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,aphanizomenon,CYANO_TAXON,semantic_hypothesis,179.38467249713855,40.0,20,5,5.109002915235949,0.4166666666666667,1092,42,26,saxitoxin; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; cyanobacterial; biosynthesis; pyrodinium; anabaena; sxta; evolution; toxin_biosynthesis; cylindrospermopsis; toxicity; cyanobacterium; phylogeny; phylogenetic; gymnodinium; horizontal_gene_transfer,TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,179.3641550935422,41.0,17,7,4.216560305391783,0.29310344827586204,1274,49,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; cyanobacteria; alexandrium; dinoflagellates; hplc; biosynthesis; pyrodinium; toxicity; evolution; bloom; toxin_biosynthesis; cyanobacterium; sxta; horizontal_gene_transfer,TOXIN; TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; CYANO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,transcriptome,BIOLOGICAL_PROCESS,semantic_hypothesis,179.31877299938986,42.0,19,5,4.720610989490854,0.3877551020408163,1140,38,30,dinoflagellate; alexandrium; paralytic_shellfish_poisoning; light; saxitoxin; dinoflagellates; bloom; regulation; alexandrium_minutum; paralytic_shellfish_toxins; alexandrium_catenella; nitrogen; warming; toxin_biosynthesis; nutrient; biosynthesis; cyanobacteria; toxin_production; nutrients,DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,anabaena,CYANO_TAXON,semantic_hypothesis,179.09509531041957,44.0,18,5,4.380880988543117,0.3333333333333333,1296,36,36,saxitoxin; alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; gymnodinium; alexandrium_tamarense; bloom; hplc; expression; phylogenetic; pyrodinium; gonyautoxin; toxicity; alexandrium_minutum; gymnodinium_catenatum; regulation,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_fundyense,DINO_TAXON,aphanizomenon,CYANO_TAXON,cross_taxa_association,179.02251675720444,39.0,18,7,4.432311010181171,0.3157894736842105,1274,49,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; dinoflagellates; cyanobacteria; biosynthesis; cyanobacterial; toxicity; evolution; gymnodinium; bloom; horizontal_gene_transfer; toxin_biosynthesis; hplc; sxta; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DETECTION_METHOD; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_ostenfeldii,DINO_TAXON,anabaena,CYANO_TAXON,cross_taxa_association,178.85386449717652,43.0,17,6,4.192238371037238,0.3469387755102041,1080,30,36,saxitoxin; alexandrium; dinoflagellate; dinoflagellates; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; hplc; bloom; cyanobacterial; gonyautoxin; toxicity; mass_spectrometry; gymnodinium; lc_ms; alexandrium_minutum; phylogeny; phylogenetic,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; ENV_FACTOR; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,178.7081855322682,43.0,17,6,4.154092766134098,0.34,1116,31,36,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; saxitoxin; biosynthesis; cyanobacteria; gonyautoxin; toxin_production; alexandrium_tamarense; toxicity; bloom; sxtg; gtx; toxin_biosynthesis; sxta,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; TOXIN; BIOLOGICAL_PROCESS; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,alexandrium_ostenfeldii,DINO_TAXON,semantic_hypothesis,178.61175605805911,51.0,14,5,3.377306600458134,0.2857142857142857,990,33,30,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; paralytic_shellfish_toxins; toxin_production; cyanobacterial; gonyautoxin; gymnodinium; bloom; light; alexandrium_minutum; phylogenetic,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,climate,ENV_FACTOR,semantic_hypothesis,178.42550385474902,41.0,18,6,4.514638719827344,0.33962264150943394,1104,48,23,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium_fundyense; bloom; paralytic_shellfish_poisoning; dinoflagellates; nutrient; cyanobacterial; nitrogen_limitation; cyanobacteria; toxin_production; sxtg; toxin_biosynthesis; nitrogen; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; ENV_FACTOR; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,irradiance,ENV_FACTOR,environment_toxin_association,177.87247066672654,37.0,21,5,5.243927641055583,0.5384615384615384,819,39,21,alexandrium; temperature; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; alexandrium_fundyense; bloom; alexandrium_catenella; light; salinity; nitrate; toxicity; nutrient; alexandrium_tamiyavanichii; toxin_production; gymnodinium; hplc,DINO_TAXON; ENV_FACTOR; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,transcriptome,BIOLOGICAL_PROCESS,semantic_hypothesis,177.6143847047744,43.0,18,5,4.470457658509656,0.3673469387755102,1110,37,30,dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; light; alexandrium_fundyense; bloom; alexandrium_minutum; regulation; cyanobacteria; paralytic_shellfish_toxins; toxin_production; nutrients; alexandrium_catenella; nitrogen; nutrient; warming,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,phylogeny,BIOLOGICAL_PROCESS,semantic_hypothesis,177.5358988071664,43.0,18,5,4.392949403583207,0.375,1080,30,36,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_toxins; saxitoxin_biosynthesis; biosynthesis; dinoflagellates; gonyautoxin; toxicity; toxin_production; gtx; alexandrium_tamarense; bloom; toxin_biosynthesis; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxta,SXT_GENE,warming,ENV_FACTOR,environment_gene_regulation,177.23463855249446,34.0,23,5,5.848088507016462,0.35384615384615387,1711,59,29,saxitoxin; dinoflagellate; alexandrium; toxicity; bloom; harmful_algal_bloom; toxin_production; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; light; nitrogen; expression; pyrodinium_bahamense; paralytic_shellfish_poisoning; gene_duplication; regulation; dinoflagellates; nutrient,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,177.05277208356864,40.0,17,7,4.109719375117643,0.2833333333333333,1326,51,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; cyanobacteria; alexandrium; dinoflagellates; hplc; biosynthesis; cyanobacterial; pyrodinium; toxicity; gymnodinium; bloom; toxin_biosynthesis; sxta; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,transcriptome,BIOLOGICAL_PROCESS,semantic_hypothesis,176.84846600431538,42.0,17,6,4.189539124606669,0.3469387755102041,1080,36,30,alexandrium; dinoflagellate; cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_poisoning; bloom; sxta; expression; biosynthesis; paralytic_shellfish_toxins; evolution; toxin_biosynthesis; alexandrium_minutum; regulation; gene_expression,DINO_TAXON; DINO_TAXON; CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,sxtg,SXT_GENE,environment_gene_regulation,176.44914533490999,39.0,20,5,4.872720815603145,0.37037037037037035,1368,38,36,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_toxins; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_minutum; nutrient; toxin_production; pyrodinium; gonyautoxin; bloom; nitrogen; pyrodinium_bahamense; toxin_biosynthesis; toxicity; biosynthesis; cyanobacteria; gymnodinium; gymnodinium_catenatum,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,176.0156737672365,39.0,17,7,4.118947994729368,0.37777777777777777,936,36,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; hplc; dinoflagellates; mass_spectrometry; cyanobacterial; cyanobacteria; pyrodinium; toxicity; gymnodinium; bloom; toxin_biosynthesis; sxta; biosynthesis,TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; DETECTION_METHOD; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,sxt_genes,SXT_GENE,cyano_gene_transfer_signal,175.57443632541927,37.0,19,6,4.719650595142073,0.5135135135135135,780,26,30,saxitoxin; dinoflagellate; alexandrium; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; cyanobacterial; paralytic_shellfish_poisoning; biosynthesis; pyrodinium; bloom; sxta; evolution; toxin_biosynthesis; toxicity; phylogeny; phylogenetic; gymnodinium; horizontal_gene_transfer,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; CYANO_TAXON; TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
