source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.3389/fbioe.2019.00128,2019.0,Perspectives on Harmful Algal Blooms (HABs) and the Cyberbiosecurity of Freshwater Systems,"Harmful Algal Blooms (HABs) have been observed in all 50 states in the U.S., ranging from large freshwater lakes, such as the Great Lakes, to smaller inland lakes, rivers, and reservoirs, as well as marine coastal areas and estuaries. In 2014, a HAB on Lake Erie containing microcystin (a liver toxin) contaminated the municipal water supply in Toledo, Ohio, providing non-potable water to 400,000 people. Studying HABs is complicated as different cyanobacteria produce a range of toxins that impact human health, such as microcystins, saxitoxin, anatoxin-a, and cylindrospermopsin. HABs may be increasing in prevalence with rising temperatures and higher nutrient runoff. Consequently, new tools and technology are needed to rapidly detect, characterize, and respond to HABs that threaten our water security. A framework is needed to understand cyber threats to new and existing technologies that monitor and forecast our water quality. To properly detect, assess, and mitigate security threats on water infrastructure, it is necessary to envision water security from the perspective of a cyber-physical system (CPS). In doing so, we can evaluate risks and research needs for cyber-attacks on HAB-monitoring networks including data injection attacks, automated system hijacking attacks, node forgery attacks, and attacks on learning algorithms. Herein, we provide perspectives on the research needed to understand both the threats posed by HABs and the coupled cyber threats to water security in the context of HABs.",Frontiers in Bioengineering and Biotechnology,Alexandrium temperature saxitoxin,dinoflagellate_stx,https://openalex.org/W2948771963,,10.3389/fbioe.2019.00128,,perspectives on harmful algal blooms habs and the cyberbiosecurity of freshwater systems,doi:10.3389/fbioe.2019.00128,,7,cyanobacteria_stx,cyanobacteria,1,0,0,1,2,saxitoxin,,,cyanobacteria,hab; nutrient
OpenAlex,,10.3389/fmicb.2019.01065,2019.0,The Cost of Toxicity in Microalgae: Direct Evidence From the Dinoflagellate Alexandrium,"). Fitness costs in terms of reduced growth rates with increasing PST content were only evident under unlimited conditions, but not under carbon limitation, in which case PST production was positively correlated with growth. The cost of production of lytic compounds was detected both under carbon limitation and unlimited conditions, but only in strains producing PST. The results may direct future research in understanding the evolutionary role and ecological function of algal toxins. The intrinsic growth rate costs should be accounted for in relation to quantifying benefits such as grazer avoidance or toxin-mediated prey capture in natural food web settings.",Frontiers in Microbiology,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2945394475,,10.3389/fmicb.2019.01065,,the cost of toxicity in microalgae direct evidence from the dinoflagellate alexandrium,doi:10.3389/fmicb.2019.01065,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,pst,,alexandrium; dinoflagellate,,
OpenAlex,,10.3390/toxins11110643,2019.0,A Review of the Effect of Trace Metals on Freshwater Cyanobacterial Growth and Toxin Production,"Cyanobacterial blooms are becoming more common in freshwater systems, causing ecological degradation and human health risks through exposure to cyanotoxins. The role of phosphorus and nitrogen in cyanobacterial bloom formation is well documented and these are regularly the focus of management plans. There is also strong evidence that trace metals are required for a wide range of cellular processes, however their importance as a limiting factor of cyanobacterial growth in ecological systems is unclear. Furthermore, some studies have suggested a direct link between cyanotoxin production and some trace metals. This review synthesises current knowledge on the following: (1) the biochemical role of trace metals (particularly iron, cobalt, copper, manganese, molybdenum and zinc), (2) the growth limitation of cyanobacteria by trace metals, (3) the trace metal regulation of the phytoplankton community structure and (4) the role of trace metals in cyanotoxin production. Iron dominated the literature and regularly influenced bloom formation, with 15 of 18 studies indicating limitation or colimitation of cyanobacterial growth. A range of other trace metals were found to have a demonstrated capacity to limit cyanobacterial growth, and these metals require further study. The effect of trace metals on cyanotoxin production is equivocal and highly variable. Better understanding the role of trace metals in cyanobacterial growth and bloom formation is an essential component of freshwater management and a direction for future research.",Toxins,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2986962009,,10.3390/toxins11110643,,a review of the effect of trace metals on freshwater cyanobacterial growth and toxin production,doi:10.3390/toxins11110643,,7,low_relevance_or_noise,cyanobacteria,0,0,0,2,3,,,,cyanobacteria; cyanobacterial,bloom; nitrogen; phosphorus
OpenAlex,,10.1007/978-3-319-77869-3_20,2018.0,Alexandrium tamarense/catenella Blooms in the Southwestern Atlantic: Paralytic Shellfish Toxin Production and Its Trophic Transference,,,Alexandrium saxitoxin,dinoflagellate_stx,https://openalex.org/W2810825453,,10.1007/978-3-319-77869-3_20,,alexandrium tamarense catenella blooms in the southwestern atlantic paralytic shellfish toxin production and its trophic transference,doi:10.1007/978-3-319-77869-3_20,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish toxin,,alexandrium; alexandrium tamarense,,
PubMed,30301019.0,10.1016/j.marpolbul.2018.08.045,2018.0,"Phycotoxins in scallops (Patinopecten yessoensis) in relation to source, composition and temporal variation of phytoplankton and cysts in North Yellow Sea, China.","The North Yellow Sea is a major aquaculture production area for the scallop Patinopecten yessoensis. In this study, the temporal and spatial variation of phycotoxins in scallops, phytoplankton, and their cysts were analyzed during a survey conducted from June 2011 to April 2012 around Zhangzi Island. The study area is a semi-enclosed epicontinental sea surrounded by the Shandong Peninsula, the Liaodong Peninsula and the Korean Peninsula. The three main results of the study were as follows: (1) The saxitoxin-group toxins, okadaic acid and analogues, and pectenotoxins were the major phycotoxin residues found in scallops; (2) Six kinds of toxic microalgae were identified, Protoperidinium spp., Gonyaulax spp., and Alexandrium spp. were the dominant taxa; Seven types of potential marine toxin-producing dinoflagellates, A. tamarense, A. catenella, Dinophysis fortii, G. catenatum, Gambierdiscus toxicus, Azadinium poporum, and Pseudo-nitzschia pungen were identified as the primary source of phycotoxins and were present at relatively high density from June to October; and (3) azaspiracids and domoic acid might be new potential sources of toxin pollution. This study represents the first assessment to phycotoxins around Zhangzi Island in the North Yellow Sea.",Marine pollution bulletin,saxitoxin dinoflagellate,dinoflagellate_stx,,,10.1016/j.marpolbul.2018.08.045,30301019.0,phycotoxins in scallops patinopecten yessoensis in relation to source composition and temporal variation of phytoplankton and cysts in north yellow sea china,doi:10.1016/j.marpolbul.2018.08.045,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,saxitoxin,,alexandrium; dinoflagellates,,
OpenAlex,,10.1016/j.toxicon.2017.12.025,2018.0,"Assessment of saxitoxin sensitivity of nerves isolated from the Pacific oyster, Crassostrea gigas, exposed to Alexandrium minutum",,Toxicon,Alexandrium saxitoxin,dinoflagellate_stx,https://openalex.org/W2805628582,,10.1016/j.toxicon.2017.12.025,,assessment of saxitoxin sensitivity of nerves isolated from the pacific oyster crassostrea gigas exposed to alexandrium minutum,doi:10.1016/j.toxicon.2017.12.025,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,saxitoxin,,alexandrium; alexandrium minutum,,
CrossRef,,10.14252/foodsafetyfscj.2017027,2018.0,Large-scale Cultivation of &lt;i&gt;Gymnodinium Catenatum&lt;/i&gt; for Paralytic Shellfish Poisoning Toxin Standards,,Food Safety,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.14252/foodsafetyfscj.2017027,,large scale cultivation of lt i gt gymnodinium catenatum lt i gt for paralytic shellfish poisoning toxin standards,doi:10.14252/foodsafetyfscj.2017027,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish poisoning,,gymnodinium; gymnodinium catenatum,,
OpenAlex,,10.1002/lno.10664,2017.0,"Bloom termination of the toxic dinoflagellate <i>Alexandrium catenella</i>: Vertical migration behavior, sediment infiltration, and benthic cyst yield",", is also discussed.",Limnology and Oceanography,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W2762701048,,10.1002/lno.10664,,bloom termination of the toxic dinoflagellate alexandrium catenella vertical migration behavior sediment infiltration and benthic cyst yield,doi:10.1002/lno.10664,,7,low_relevance_or_noise,dinoflagellate,0,0,3,0,1,,,alexandrium; alexandrium catenella; dinoflagellate,,bloom
OpenAlex,,10.1016/j.aquatox.2017.01.009,2017.0,Effects of bioactive extracellular compounds and paralytic shellfish toxins produced by Alexandrium minutum on growth and behaviour of juvenile great scallops Pecten maximus,,Aquatic Toxicology,paralytic shellfish toxins dinoflagellate,dinoflagellate_stx,https://openalex.org/W2574674478,,10.1016/j.aquatox.2017.01.009,,effects of bioactive extracellular compounds and paralytic shellfish toxins produced by alexandrium minutum on growth and behaviour of juvenile great scallops pecten maximus,doi:10.1016/j.aquatox.2017.01.009,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish toxins,,alexandrium; alexandrium minutum,,
OpenAlex,,10.5670/oceanog.2017.110,2017.0,"Globally Changing Nutrient Loads and Harmful Algal Blooms: Recent Advances, New Paradigms, and Continuing Challenges","It is now well recognized that there are more harmful algal blooms (HABs), more often, in new and different places, often lasting longer, and with a range of toxicities, and that many of these blooms are related to nutrient pollution. Nutrient loads are increasing globally, but they are changing regionally in proportion and in the dominant form of nutrient. The fact that nutrient loads have generally increased is, in itself, insufficient for the promotion of HABs. The success of HABs lies at the intersection of the physiological adaptations of the harmful algal species, environmental conditions, and interactions with co-occurring organisms that alter abiotic conditions and/or aggregate or disperse cells, in turn promoting or inhibiting their growth. It is a change in the supply of the right nutrients at the right time that helps to create conditions conducive to specific HABs. Many dinoflagellate and cyanobacterial HABs appear to have adaptations that allow them to exploit environments-and potentially even become more toxic-where nutrients are not in balanced (Redfield) proportions. HABs are also changing in complex ways due to changes in climate and many other changes that affect the timing, amount, or proportions of nutrients. There is much work to be done to understand the physiological ecology of HABs and other co-occurring species. Climate change and altered CO 2 levels, and their implications for altered productivity of the global ocean, should motivate both new models and new experimental investigations that support them. Based on current knowledge, the management implications are clear: the most effective actions to reduce HABs and their impacts will be continued efforts to reduce nutrients entering our waters.",Oceanography,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W2602422837,,10.5670/oceanog.2017.110,,globally changing nutrient loads and harmful algal blooms recent advances new paradigms and continuing challenges,doi:10.5670/oceanog.2017.110,,7,low_relevance_or_noise,cross_taxa,0,0,1,1,3,,,dinoflagellate,cyanobacterial,climate; environmental; nutrient
CrossRef,,10.9734/ijbcrr/2017/14413,2017.0,Weekly Occurrence of Gymnodinium catenatum and Paralytic Shellfish Poisoning in the Mediterranean Shore of Morocco,,International Journal of Biochemistry Research &amp; Review,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.9734/ijbcrr/2017/14413,,weekly occurrence of gymnodinium catenatum and paralytic shellfish poisoning in the mediterranean shore of morocco,doi:10.9734/ijbcrr/2017/14413,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish poisoning,,gymnodinium; gymnodinium catenatum,,
CrossRef,,10.1016/j.hal.2015.11.010,2016.0,The competitive dynamics of toxic Alexandrium fundyense and non-toxic Alexandrium tamarense : The role of temperature,,Harmful Algae,Alexandrium sxtA,dinoflagellate_stx,,,10.1016/j.hal.2015.11.010,,the competitive dynamics of toxic alexandrium fundyense and non toxic alexandrium tamarense the role of temperature,doi:10.1016/j.hal.2015.11.010,,7,low_relevance_or_noise,dinoflagellate,0,0,3,0,1,,,alexandrium; alexandrium fundyense; alexandrium tamarense,,temperature
CrossRef,,10.1111/php.12561,2016.0,Can Mycosporine‐Like Amino Acids Act as Multifunctional Compounds in <i>Gymnodinium catenatum</i> (Dinophyceae)?,"<jats:title>Abstract</jats:title><jats:p><jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s originating from <jats:italic>Gymnodinium catenatum</jats:italic> were subjected to H<jats:sub>2</jats:sub>O<jats:sub>2</jats:sub> oxidation, light and heat. Shinorine and porphyra‐334 were the more resistant to all treatments, mycosporine‐glycine (<jats:styled-content style=""fixed-case"">MYGL</jats:styled-content>) was the least resistant to oxidation and heat, whereas palythene and M‐370 were the least resistant to light. <jats:styled-content style=""fixed-case"">MYGL</jats:styled-content> and M‐311 were similarly resistant to photodegradation and oxidation in the dark and low temperature, but M‐311 was more resistant to oxidation under light or heat. The ratio M‐370/M‐365 changed from 29:1 to 6:1 ratio after 240 h of exposure to fluorescent light, indicating that M‐365 could represent the M‐370 cis‐isomer. The role of <jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s as antioxidants and/or osmolytes was evaluated by studying effects of abrupt salinity reduction. Both increases or decreases in concentrations were observed and were dependent on the <jats:styled-content style=""fixed-case"">MAA</jats:styled-content> initial concentration and its chemical structure. The relative increase in <jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s with a known antioxidant capacity (<jats:styled-content style=""fixed-case"">MYGL</jats:styled-content>, palythene) followed an exponential decay trend related to initial concentration. The relative decrease in highly polar <jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s (shinorine, porphyra‐334, M‐332) with a suspected osmolyte role followed a rise to a maximum with the increase in initial concentration. Whether or not <jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s play a significant role in osmoregulation, their loss can occur upon hypoosmotic shock.</jats:p>",Photochemistry and Photobiology,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.1111/php.12561,,can mycosporine like amino acids act as multifunctional compounds in gymnodinium catenatum dinophyceae,doi:10.1111/php.12561,,7,low_relevance_or_noise,dinoflagellate,0,0,2,0,3,,,gymnodinium; gymnodinium catenatum,,light; salinity; temperature
OpenAlex,,10.3389/fmicb.2016.00826,2016.0,Phosphorus Deficiency Inhibits Cell Division But Not Growth in the Dinoflagellate Amphidinium carterae,"Phosphorus (P) is an essential nutrient element for the growth of phytoplankton. How P deficiency affects population growth and the cell division cycle in dinoflagellates has only been studied in some species, and how it affects photosynthesis and cell growth remains poorly understood. In the present study, we investigated the impact of P deficiency on the cell division cycle, the abundance of the carbon-fixing enzyme Rubisco, and other cellular characteristics in the Gymnodiniales peridinin-plastid species Amphidinium carterae. We found that under P-replete condition, the cell cycle actively progressed in the culture in a 24-h diel cycle with daily growth rates markedly higher than the P-deficient cultures, in which cells were arrested in the G1 phase and cell size significantly enlarged. The results suggest that, as in previously studied dinoflagellates, P deficiency likely disenables A. carterae to complete DNA duplication or check-point protein phosphorylation. We further found that under P-deficient condition, overall photosystem II quantum efficiency (Fv/Fm ratio) and Rubisco abundance decreased but not significantly, while cellular contents of carbon, nitrogen, and proteins increased significantly. These observations indicated that under P-deficiency, this dinoflagellate was able to continue photosynthesis and carbon fixation, such that proteins and photosynthetically fixed carbon could accumulate resulting in continued cell growth in the absence of division. This is likely an adaptive strategy thereby P-limited cells can be ready to resume the cell division cycle upon resupply of phosphorus.",Frontiers in Microbiology,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W2423274958,,10.3389/fmicb.2016.00826,,phosphorus deficiency inhibits cell division but not growth in the dinoflagellate amphidinium carterae,doi:10.3389/fmicb.2016.00826,,7,low_relevance_or_noise,dinoflagellate,0,0,2,0,3,,,dinoflagellate; dinoflagellates,,nitrogen; nutrient; phosphorus
CrossRef,,10.1007/s10068-015-0097-9,2015.0,Comparison of paralytic shellfish toxin profiles of Alexandrium tamarense and blue mussel (Mytilus edulis) in Korea,,Food Science and Biotechnology,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.1007/s10068-015-0097-9,,comparison of paralytic shellfish toxin profiles of alexandrium tamarense and blue mussel mytilus edulis in korea,doi:10.1007/s10068-015-0097-9,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish toxin,,alexandrium; alexandrium tamarense,,
CrossRef,,10.1016/j.chemosphere.2014.12.072,2015.0,Profiles of paralytic shellfish toxins in bivalves of low and elevated toxicities following exposure to Gymnodinium catenatum blooms in Portuguese estuarine and coastal waters,,Chemosphere,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.1016/j.chemosphere.2014.12.072,,profiles of paralytic shellfish toxins in bivalves of low and elevated toxicities following exposure to gymnodinium catenatum blooms in portuguese estuarine and coastal waters,doi:10.1016/j.chemosphere.2014.12.072,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish toxins,,gymnodinium; gymnodinium catenatum,,
OpenAlex,,10.1016/j.hal.2014.12.006,2015.0,"Metatranscriptome profiling reveals versatile N-nutrient utilization, CO2 limitation, oxidative stress, and active toxin production in an Alexandrium fundyense bloom",,Harmful Algae,saxitoxin dinoflagellate,dinoflagellate_stx,https://openalex.org/W1980288843,,10.1016/j.hal.2014.12.006,,metatranscriptome profiling reveals versatile n nutrient utilization co2 limitation oxidative stress and active toxin production in an alexandrium fundyense bloom,doi:10.1016/j.hal.2014.12.006,,7,low_relevance_or_noise,dinoflagellate,0,0,2,0,3,,,alexandrium; alexandrium fundyense,,bloom; nutrient; stress
OpenAlex,,10.1016/j.hal.2015.09.003,2015.0,The presence of 12β-deoxydecarbamoylsaxitoxin in the Japanese toxic dinoflagellate Alexandrium determined by simultaneous analysis for paralytic shellfish toxins using HILIC-LC–MS/MS,,Harmful Algae,paralytic shellfish toxins dinoflagellate,dinoflagellate_stx,https://openalex.org/W1950083293,,10.1016/j.hal.2015.09.003,,the presence of 12 deoxydecarbamoylsaxitoxin in the japanese toxic dinoflagellate alexandrium determined by simultaneous analysis for paralytic shellfish toxins using hilic lc ms ms,doi:10.1016/j.hal.2015.09.003,,7,dinoflagellate_stx,dinoflagellate,1,0,2,0,0,paralytic shellfish toxins,,alexandrium; dinoflagellate,,
OpenAlex,,10.1111/1462-2920.13042,2015.0,Divinyl chlorophyll <i>a</i> in the marine eukaryotic protist <scp> <i>A</i> </scp> <i>lexandrium ostenfeldii</i> ( <scp>D</scp> inophyceae),"Here it is reported the first detection of DV-chl a together with the usual chl a in the marine dinoflagellate Alexandrium ostenfeldii from the Baltic Sea. Growth response and photosynthetic parameters were examined at two irradiances (80 and 240 μmol photons m(-2) s(-1)) and temperatures (15 °C and 19 °C) in a divinylic strain (AOTV-OS20) versus a monovinylic one (AOTV-OS16), using in vivo chl a fluorescence kinetics of PSII to characterize photosynthetic parameters by pulse amplitude modulated fluorescence, (14)C assimilation rates and toxin analyses. The divinylic isolate exhibited slower growth and stronger sensitivity to high irradiance than normal chl a strain. DV-chl a : chl a ratios decreased along time (from 11.3 to < 0.5 after 10 months) and to restore them sub-cloning and selection of strains with highest DV-chl a content was required. A mutation and/or epigenetic changes in the expression of divinyl reductase gene/s in A. ostenfeldii may explain this altered pigment composition. Despite quite severe limitations (reduced fitness and gradual loss of DV-chl a content), the DV-chl a-containing line in A. ostenfeldii could provide a model organism in photosynthetic studies related with chl biosynthesis and evolution.",Environmental Microbiology,Alexandrium sxtG,dinoflagellate_stx,https://openalex.org/W1775131857,,10.1111/1462-2920.13042,,divinyl chlorophyll a in the marine eukaryotic protist a lexandrium ostenfeldii d inophyceae,doi:10.1111/1462-2920.13042,,7,low_relevance_or_noise,dinoflagellate,0,0,3,0,1,,,alexandrium; alexandrium ostenfeldii; dinoflagellate,,irradiance
CrossRef,,10.1111/php.12488,2015.0,Effects of Light and Salinity Stresses in Production of Mycosporine‐Like Amino Acids by <i>Gymnodinium catenatum</i> (Dinophyceae),"<jats:title>Abstract</jats:title><jats:p>Mycosporine‐like amino acids (<jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s) were analyzed in a Portuguese <jats:italic>Gymnodinium catenatum</jats:italic> strain when transferred to high salinity and high light conditions. Total <jats:styled-content style=""fixed-case"">MAA</jats:styled-content> concentrations increased progressively between 30 and 36 psu, attaining at 36 psu 2.9‐fold the 30 psu treatment. When abruptly transferred to solar light in an outdoor shadowed location, <jats:styled-content style=""fixed-case"">MAA</jats:styled-content> concentration increased steadily along the day for most compounds. After 8 h, mycosporine–glycine, palythene and M‐319 attained or surpassed 25‐fold their initial concentration, while M‐370 only attained 4‐fold concentration. When transferred from halogen to fluorescent light, polar <jats:styled-content style=""fixed-case"">MAA</jats:styled-content>s such as shinorine and porphyra‐334, increased until day two and then declined, while M‐370 increase slowly, becoming the dominant compound from the profile after 1 week. These experiments put into evidence the relation of palythene with M‐319, which was further identified as its acid degradation product, palythine. Acid degradation of M‐370 originated M‐324, while M‐311 seems to be the precursor of M‐370. Under high salinity and high light conditions chain formation was altered toward shorter chains or solitary cells. This alteration can represent a morphological stress sign, which in the natural environment could affect average population speed during daily vertical migrations.</jats:p>",Photochemistry and Photobiology,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.1111/php.12488,,effects of light and salinity stresses in production of mycosporine like amino acids by gymnodinium catenatum dinophyceae,doi:10.1111/php.12488,,7,low_relevance_or_noise,dinoflagellate,0,0,2,0,3,,,gymnodinium; gymnodinium catenatum,,light; salinity; stress
OpenAlex,,10.3389/fmicb.2015.01254,2015.0,Bloom Dynamics of Cyanobacteria and Their Toxins: Environmental Health Impacts and Mitigation Strategies,"Cyanobacteria are ecologically one of the most prolific groups of phototrophic prokaryotes in both marine and freshwater habitats. Both the beneficial and detrimental aspects of cyanobacteria are of considerable significance. They are important primary producers as well as an immense source of several secondary products, including an array of toxic compounds known as cyanotoxins. Abundant growth of cyanobacteria in freshwater, estuarine, and coastal ecosystems due to increased anthropogenic eutrophication and global climate change has created serious concern toward harmful bloom formation and surface water contamination all over the world. Cyanobacterial blooms and the accumulation of several cyanotoxins in water bodies pose severe ecological consequences with high risk to aquatic organisms and global public health. The proper management for mitigating the worldwide incidence of toxic cyanobacterial blooms is crucial for maintenance and sustainable development of functional ecosystems. Here, we emphasize the emerging information on the cyanobacterial bloom dynamics, toxicology of major groups of cyanotoxins, as well as a perspective and integrative approach to their management.",Frontiers in Microbiology,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2176115407,,10.3389/fmicb.2015.01254,,bloom dynamics of cyanobacteria and their toxins environmental health impacts and mitigation strategies,doi:10.3389/fmicb.2015.01254,,7,low_relevance_or_noise,cyanobacteria,0,0,0,2,3,,,,cyanobacteria; cyanobacterial,bloom; climate; environmental
OpenAlex,,10.5281/zenodo.5110030,2015.0,UNESCO Harmful Algae News NO.50,"Highlights of the XVI International Conference on Harmful Algae, <em>Beatriz Reguera, Donald Anderson, Michelle Burford, Keith Davidson, Rosa Figueroa, Gustaaf Hallegraeff, Phil Hess, Kevin Sellner, Patricia Tester, Adriana Zingone &amp; Lincoln MacKenzie </em><em>................................................................................................ </em>1 Preparations for the 17<sup>th</sup> International Conference on Harmful Algae (ICHA) have started .................................... 8 IFREMER will host the 18<sup>th</sup> International Conference on Harmful Algae (ICHA) in Nantes, France......................... 8 Workshop on quantitative PCR techniques for harmful algae, <em>Kirsty Smith</em>..... 9 Cawthron visitors post ICHA Meeting, <em>Tim Harwood &amp; Lesley Rhodes</em>.............. 9 Eutrophication and Harmful Macroalgal Blooms in Florida’s Indian River Lagoon, <em>Brian E Lapointe &amp; Laura W Herren</em> .................................................. 10 Conspicuous blooms of <em>Chaetomorpha linum </em>in the International Biosphere Reserve Seaflower, SW Caribbean, <em>Brigitte Gavio &amp; J. Ernesto Mancera-Pineda.................................</em> 12 Unusual biomass of pelagic Sargassum reached the Southwestern Caribbean, <em>Brigitte Gavio, M. Natalia Rincón-Díaz &amp; Adriana Santos-Martínez </em>............................ 13 First record of the harmful dinoflagellate <em>Cochlodinium polykrikoides </em>in Lampung Bay, Indonesia, <em>Hikmah Thoha, Arief Rachman, Tumpak Sidabutar, Nurul Fitriya, Mariana D. Bayu, Muawanah, Mitsunori Iwataki, Kazuya Takahashi &amp; Estelle Masseret </em>................................................................................................ 14 Observations of <em>Heterosigma akashiwo </em>bloom and associated wild salmon lethargic behavior in Cowichan Bay, Canada, 2014, <em>Svetlana Esenkulova, Oline Luinenburg, Chrys Neville &amp; Marc Trudel</em> ............................... 16 Book review: Marine benthic dinoflagellates – unveiling their worldwide biodiversity (Mona Hoppenrath, Shauna Murray,Nicolas Chomérat &amp; Takeo Horiguchi), <em>Santiago Fraga</em>........................................................................ 18 First report of a mass-poisoning outbreak following the consumption of <em>Tectus niloticus </em>(Gastropod) in French Polynesia: a novel pathway of Ciguatera Shellfish Poisoning?, <em>Clémence M Gatti, H Taiana Darius &amp; Mireille Chinain &amp; Davide Lonati</em> ............................................................................. 19 First report of <em>Gambierdiscus </em>in Moroccan Atlantic waters, <em>Btissam Ennaffah &amp; Karima Chaira</em> ............................. 20 Announcement: PACE-Net+ Think Tank: Coastal ecosystem disturbances, fish and shellfish poisoning and their socio-economic implications .......... 21 ISSHA’s Corner, <em>Vera Trainer</em> .................................................................. 22 First announcement: Scientific Symposium on Harmful Algal Blooms and Climate Change Gothenburg, Sweden, 19-22 May 2015........................... 26 The Impact of Global Change on Toxic Phytoplankton............................ 27 The ICES-IOC Working Group on Harmful Algal Bloom Dynamics (WGHABD).......................................... 27 Twelfth Session of the IOC Intergovernmental Panel on Harmful Algal Blooms (IPHAB-XII), UNESCO, Paris, 28-30 April 2015 ...................... 27 IOC Training Course and Identification Qualification in Harmful Marine Microalgae 2015 (with optional workshops on enumeration and/or culture techniques) ........................................................................................... 27 Eighth Symposium on Harmful Algae in the U.S. ................................... 27 Ciguatera in the South Pacific ................................................................ 28",Zenodo (CERN European Organization for Nuclear Research),Alexandrium transcriptome saxitoxin,dinoflagellate_stx,https://openalex.org/W4301104733,,10.5281/zenodo.5110030,,unesco harmful algae news no 50,doi:10.5281/zenodo.5110030,,7,low_relevance_or_noise,dinoflagellate,0,0,2,0,3,,,dinoflagellate; dinoflagellates,,bloom; climate; harmful algal bloom
OpenAlex,,,2015.0,Etude de Vulcanodinium rugosum (Dinoflagellé producteur de pinnatoxines) se développant dans la lagune méditerranéennede l’Ingril.,"Harmful and / or toxic phytoplankton blooms impact for a long time marine ecosystems worldwide. These massive developments have an adverse effect on ecosystems and their exploitation. The lagoons of the region Languedoc-Roussillon are affected for decades. In addition to recurring health risks from Dinophysis (DSP toxins) and Alexandrium (PSP toxins), Vulcanodinium rugosum was identified in 2011 in the lagoon Ingril. This new species product pinnatoxins (neurotoxins). Through this thesis work, the biology of this new species (life cycle, growth condition, toxin production), its shellfish contamination capacity and geographic distribution in neighboring lagoons were studied on cultures in the laboratory and via environmental monitoring.\nThe results of this study have demonstrated its thermophilic and euryhaline features (optimum salinity and temperature of 25°C and 40 respectively) and its growth ranges between 20 and 30°C. Its ability to grow on an organic nitrogen source (urea) has been showed in vitro. Its expansion in other lagoons of Languedoc-Roussillon, was confirmed by the contamination of the mussels by the pinnatoxin G. The survival of this organism in the digestive tract of mussels and oysters proves that the transfer of shellfish is potentially a source of contamination of new ecosystems not yet affected by this toxic species.\nThe life cycle of V. rugosum has not been fully described because the resistance cyst has not been formally identified. Temporary cysts appear as very important stages to be considered because of their ability to divide and their strong presence on macrophytes. These temporary forms of resistance may be a significant source of contamination of shellfish in the lagoon of the Ingril even when the vegetative cells of V. rugosum are weakly present in the water column. Because of the low densities of V. rugosum in situ and the difficulty of its identification on morphological criteria, the monitoring within the REPHY protocol remains difficult. Thus the use of passive sampling systems (Spatt) made with resins which adsorb toxins dissolved in water would make possible the early detection of toxins associated with these emerging benthic species. This study highlights the growth of an emerging thermophilic species that might with others and thanks to climate change provide important health and economic problems in vulnerable lagoon ecosystems of the Mediterranean.\n",Institutional Archive of Ifremer (French Research Institute for Exploitation of the Sea),Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W2915589511,,,,etude de vulcanodinium rugosum dinoflagell producteur de pinnatoxines se d veloppant dans la lagune m diterran ennede l ingril,title:etude de vulcanodinium rugosum dinoflagell producteur de pinnatoxines se d veloppant dans la lagune m diterran ennede l ingril,,7,low_relevance_or_noise,dinoflagellate,0,0,1,0,5,,,alexandrium,,climate; environmental; nitrogen; salinity; temperature
